"","Latitude","Longitude","HOUR","Assault and Kidnapping","Auto Theft","DUI","Fraud","Murder","Offenses Related to Children","Other","Sexual Assault","Theft","Traffic","Weapons"
"1",40.5,-74.25,"00",1,0,0,0,0,0,3,0,1,0,0
"2",40.5,-74.25,"01",0,0,0,0,0,0,4,0,0,0,0
"3",40.5,-74.25,"02",0,0,1,0,0,0,0,0,0,0,0
"4",40.5,-74.25,"03",1,0,0,0,0,0,0,0,1,0,0
"5",40.5,-74.25,"04",0,0,0,0,0,0,1,0,1,0,0
"6",40.5,-74.25,"05",0,0,0,0,0,0,1,0,0,0,0
"7",40.5,-74.25,"06",1,0,0,0,0,0,0,0,1,0,0
"8",40.5,-74.25,"07",0,0,0,0,0,0,3,0,0,0,0
"9",40.5,-74.25,"08",0,0,0,1,0,0,1,0,0,0,0
"10",40.5,-74.25,"09",1,0,0,0,0,0,0,0,0,0,0
"11",40.5,-74.25,"10",0,0,0,0,0,0,3,0,1,0,0
"12",40.5,-74.25,"11",0,0,0,0,0,0,0,0,1,0,0
"13",40.5,-74.25,"12",1,0,0,0,0,0,5,0,2,0,0
"14",40.5,-74.25,"13",0,0,0,0,0,0,4,0,1,0,0
"15",40.5,-74.25,"14",0,0,0,0,0,0,1,0,0,0,0
"16",40.5,-74.25,"15",0,0,0,0,0,0,2,0,3,0,0
"17",40.5,-74.25,"16",0,0,0,0,0,0,2,0,0,0,0
"18",40.5,-74.25,"17",3,0,0,0,0,0,1,0,0,0,1
"19",40.5,-74.25,"18",0,0,0,0,0,0,3,0,1,0,0
"20",40.5,-74.25,"19",1,0,1,0,0,0,1,0,2,0,0
"21",40.5,-74.25,"20",0,0,1,0,0,0,2,0,0,0,0
"22",40.5,-74.25,"21",2,0,0,0,0,0,2,0,2,0,0
"23",40.5,-74.25,"22",0,0,0,0,0,0,1,0,2,0,0
"24",40.5,-74.25,"23",0,0,1,0,0,0,1,0,3,0,0
"25",40.5,-74.24,"00",0,0,0,0,0,0,3,0,0,0,0
"26",40.5,-74.24,"01",0,1,0,0,0,0,3,0,3,0,0
"27",40.5,-74.24,"02",0,0,0,0,0,0,2,0,1,0,0
"28",40.5,-74.24,"03",0,0,0,0,0,0,4,0,3,0,0
"29",40.5,-74.24,"04",0,0,0,0,0,0,1,0,1,0,0
"30",40.5,-74.24,"05",0,0,0,0,0,0,1,0,3,0,0
"31",40.5,-74.24,"06",0,0,0,0,0,0,2,0,1,0,0
"32",40.5,-74.24,"07",0,0,0,0,0,0,3,0,2,0,0
"33",40.5,-74.24,"08",0,0,0,0,0,0,2,0,0,0,0
"34",40.5,-74.24,"09",0,0,0,4,0,0,3,0,6,0,0
"35",40.5,-74.24,"10",1,0,0,1,0,0,3,0,1,0,0
"36",40.5,-74.24,"11",1,0,0,0,0,0,2,0,3,0,0
"37",40.5,-74.24,"12",1,1,0,1,0,0,7,0,9,0,0
"38",40.5,-74.24,"13",0,1,0,2,0,0,3,0,1,0,0
"39",40.5,-74.24,"14",0,0,0,0,0,0,7,0,0,0,0
"40",40.5,-74.24,"15",1,1,0,1,0,0,8,0,1,0,1
"41",40.5,-74.24,"16",0,0,0,0,0,0,8,0,2,0,0
"42",40.5,-74.24,"17",1,0,1,0,0,0,6,0,1,0,1
"43",40.5,-74.24,"18",1,1,0,0,0,0,5,0,3,0,0
"44",40.5,-74.24,"19",2,0,0,0,0,0,9,0,2,0,0
"45",40.5,-74.24,"20",2,1,0,0,0,0,5,0,2,0,1
"46",40.5,-74.24,"21",2,0,0,0,0,0,8,0,1,0,0
"47",40.5,-74.24,"22",1,0,0,0,0,0,9,0,0,0,0
"48",40.5,-74.24,"23",0,1,0,0,0,0,8,0,2,0,0
"49",40.5,-74.23,"01",0,0,0,0,0,0,1,0,0,0,0
"50",40.5,-74.23,"02",0,0,0,0,0,0,0,0,1,0,0
"51",40.5,-74.23,"03",1,0,0,0,0,0,0,0,0,0,0
"52",40.5,-74.23,"04",0,3,0,0,0,0,0,0,0,0,0
"53",40.5,-74.23,"07",1,0,0,0,0,0,0,0,0,0,0
"54",40.5,-74.23,"09",0,0,0,0,0,0,1,0,0,0,0
"55",40.5,-74.23,"10",0,0,0,0,0,0,2,0,1,0,0
"56",40.5,-74.23,"12",0,0,0,0,0,0,0,0,1,0,0
"57",40.5,-74.23,"13",0,0,0,0,0,0,0,0,1,0,0
"58",40.5,-74.23,"14",0,0,0,0,0,0,1,0,0,0,0
"59",40.5,-74.23,"16",0,0,0,0,0,0,1,0,1,0,0
"60",40.5,-74.23,"17",0,0,0,0,0,0,1,0,2,0,0
"61",40.5,-74.23,"18",2,0,0,0,0,0,0,0,1,0,0
"62",40.5,-74.23,"20",0,0,0,0,0,0,0,0,1,0,0
"63",40.5,-74.23,"21",1,0,0,0,0,0,1,0,0,0,0
"64",40.5,-74.23,"22",0,0,0,0,0,0,1,0,1,0,0
"65",40.5,-74.23,"23",0,0,0,0,0,0,2,0,0,0,0
"66",40.51,-74.25,"00",3,1,3,2,0,0,18,0,11,0,1
"67",40.51,-74.25,"01",4,1,2,1,0,0,16,0,7,0,0
"68",40.51,-74.25,"02",5,0,12,0,0,0,10,0,11,0,0
"69",40.51,-74.25,"03",3,0,8,0,0,0,10,0,3,1,0
"70",40.51,-74.25,"04",7,0,6,0,0,0,2,0,5,0,0
"71",40.51,-74.25,"05",3,0,0,1,0,0,3,0,5,0,0
"72",40.51,-74.25,"06",0,0,0,1,0,0,9,0,2,1,0
"73",40.51,-74.25,"07",1,1,0,0,0,0,12,0,9,0,0
"74",40.51,-74.25,"08",6,0,0,0,0,0,12,0,10,0,2
"75",40.51,-74.25,"09",1,0,0,4,0,0,23,0,11,0,1
"76",40.51,-74.25,"10",0,1,1,2,0,0,24,0,17,0,0
"77",40.51,-74.25,"11",4,0,0,1,0,0,18,0,17,1,1
"78",40.51,-74.25,"12",5,0,0,2,0,0,23,0,27,1,0
"79",40.51,-74.25,"13",3,1,0,0,0,0,25,0,23,0,0
"80",40.51,-74.25,"14",5,1,0,0,0,0,23,0,29,1,0
"81",40.51,-74.25,"15",9,0,1,2,0,0,35,0,25,0,0
"82",40.51,-74.25,"16",6,1,0,0,0,0,30,0,29,0,0
"83",40.51,-74.25,"17",2,0,2,0,0,0,33,0,28,0,1
"84",40.51,-74.25,"18",3,3,1,2,0,0,33,0,26,0,0
"85",40.51,-74.25,"19",1,0,1,1,0,0,36,0,17,0,0
"86",40.51,-74.25,"20",12,0,0,0,0,0,29,0,25,0,1
"87",40.51,-74.25,"21",8,0,1,1,0,0,35,0,17,0,0
"88",40.51,-74.25,"22",6,0,2,0,0,0,25,0,13,0,1
"89",40.51,-74.25,"23",4,0,2,1,0,0,14,0,8,0,0
"90",40.51,-74.24,"00",1,0,1,0,0,0,7,0,6,0,1
"91",40.51,-74.24,"01",0,0,0,0,0,0,4,0,4,0,0
"92",40.51,-74.24,"02",0,0,0,0,0,0,7,0,0,1,0
"93",40.51,-74.24,"03",0,0,0,0,0,0,4,0,1,0,0
"94",40.51,-74.24,"04",0,0,0,0,0,0,5,0,0,0,0
"95",40.51,-74.24,"05",0,1,1,0,0,0,1,0,0,0,0
"96",40.51,-74.24,"06",0,0,0,0,0,0,4,0,2,0,0
"97",40.51,-74.24,"07",0,0,0,0,0,0,3,0,0,1,0
"98",40.51,-74.24,"08",1,0,0,1,0,0,5,0,5,0,0
"99",40.51,-74.24,"09",0,0,0,1,0,0,8,0,1,0,0
"100",40.51,-74.24,"10",0,0,0,1,0,0,4,0,3,0,0
"101",40.51,-74.24,"11",0,0,0,2,0,0,10,0,3,0,0
"102",40.51,-74.24,"12",3,1,0,6,0,0,7,0,12,0,0
"103",40.51,-74.24,"13",0,0,0,1,0,0,11,0,4,0,0
"104",40.51,-74.24,"14",4,0,0,0,0,0,7,0,6,0,0
"105",40.51,-74.24,"15",1,0,0,0,0,0,13,0,4,0,2
"106",40.51,-74.24,"16",0,0,1,0,0,0,12,0,2,1,0
"107",40.51,-74.24,"17",4,1,0,1,0,0,8,0,5,0,0
"108",40.51,-74.24,"18",1,1,0,0,0,0,13,0,3,0,0
"109",40.51,-74.24,"19",3,0,1,0,0,0,8,0,5,0,1
"110",40.51,-74.24,"20",0,1,0,0,0,0,12,0,5,0,1
"111",40.51,-74.24,"21",2,0,1,0,0,0,20,0,5,0,0
"112",40.51,-74.24,"22",5,0,0,0,0,0,14,0,7,0,0
"113",40.51,-74.24,"23",4,0,1,0,0,0,8,0,3,0,0
"114",40.51,-74.23,"00",0,0,0,0,0,0,1,0,6,0,0
"115",40.51,-74.23,"01",0,0,1,1,0,0,0,0,2,0,0
"116",40.51,-74.23,"02",0,0,0,0,0,0,1,0,1,0,0
"117",40.51,-74.23,"03",0,0,0,0,0,0,1,0,1,0,0
"118",40.51,-74.23,"04",1,0,1,0,0,0,1,0,2,0,0
"119",40.51,-74.23,"05",0,0,0,0,0,0,2,0,2,0,0
"120",40.51,-74.23,"07",1,0,0,0,0,0,2,0,0,0,0
"121",40.51,-74.23,"08",0,0,0,0,0,0,6,0,1,0,0
"122",40.51,-74.23,"09",0,0,0,0,0,0,3,0,3,0,0
"123",40.51,-74.23,"10",2,0,0,0,0,0,2,0,1,1,0
"124",40.51,-74.23,"11",0,0,0,1,0,0,0,0,1,0,0
"125",40.51,-74.23,"12",1,0,0,2,0,0,4,0,5,0,0
"126",40.51,-74.23,"14",3,0,0,0,0,0,8,0,0,0,0
"127",40.51,-74.23,"15",0,1,1,0,0,0,0,0,1,0,0
"128",40.51,-74.23,"16",0,0,0,0,0,0,4,0,3,0,2
"129",40.51,-74.23,"17",0,0,0,0,0,0,2,0,1,0,0
"130",40.51,-74.23,"18",2,0,0,0,0,0,3,0,1,0,0
"131",40.51,-74.23,"19",2,0,0,0,0,0,5,0,2,0,0
"132",40.51,-74.23,"20",0,0,0,0,0,0,7,0,2,0,0
"133",40.51,-74.23,"21",0,0,2,0,0,0,2,0,1,0,1
"134",40.51,-74.23,"22",0,0,0,0,0,0,7,0,5,0,0
"135",40.51,-74.23,"23",0,1,0,0,0,0,4,0,2,0,1
"136",40.51,-74.22,"00",0,0,0,0,0,0,1,0,3,0,0
"137",40.51,-74.22,"04",0,0,0,0,0,0,1,0,3,0,0
"138",40.51,-74.22,"05",0,0,0,0,0,0,0,0,1,0,0
"139",40.51,-74.22,"07",0,0,0,0,0,0,2,0,0,0,0
"140",40.51,-74.22,"08",1,0,1,0,0,0,6,0,1,0,0
"141",40.51,-74.22,"09",0,0,0,0,0,0,3,0,1,0,1
"142",40.51,-74.22,"10",2,0,0,0,0,0,3,0,0,0,0
"143",40.51,-74.22,"12",2,0,0,0,0,0,3,0,2,0,0
"144",40.51,-74.22,"13",1,0,0,0,0,0,6,0,0,0,0
"145",40.51,-74.22,"14",4,0,0,0,0,0,4,0,0,0,0
"146",40.51,-74.22,"15",0,0,0,0,0,0,2,0,0,0,0
"147",40.51,-74.22,"16",0,0,0,1,0,0,4,0,2,0,0
"148",40.51,-74.22,"17",1,0,0,0,0,0,1,0,1,0,0
"149",40.51,-74.22,"18",0,0,0,0,0,0,2,0,0,0,0
"150",40.51,-74.22,"19",1,0,0,0,0,0,1,0,0,0,0
"151",40.51,-74.22,"20",0,0,0,0,0,0,3,0,0,0,0
"152",40.51,-74.22,"22",2,0,0,0,0,0,1,0,0,0,0
"153",40.51,-74.22,"23",0,0,1,0,0,0,1,0,0,0,0
"154",40.51,-74.21,"01",0,0,0,0,0,0,1,0,0,0,0
"155",40.51,-74.21,"02",0,0,1,0,0,0,0,0,0,0,0
"156",40.51,-74.21,"08",0,0,0,0,0,0,1,0,0,0,0
"157",40.51,-74.21,"10",0,0,0,0,0,0,4,0,0,0,0
"158",40.51,-74.21,"11",0,0,0,0,0,0,1,0,1,0,0
"159",40.51,-74.21,"12",1,0,0,0,0,0,1,0,1,0,0
"160",40.51,-74.21,"13",0,0,0,0,0,0,2,0,0,0,0
"161",40.51,-74.21,"14",0,0,0,0,0,0,4,0,0,0,1
"162",40.51,-74.21,"15",0,0,0,0,0,0,4,0,1,0,0
"163",40.51,-74.21,"16",0,0,0,0,0,0,1,0,1,0,0
"164",40.51,-74.21,"17",0,0,0,0,0,0,1,0,0,0,0
"165",40.51,-74.21,"20",0,0,0,0,0,0,1,0,0,0,0
"166",40.51,-74.21,"21",0,0,0,0,0,0,1,0,0,0,0
"167",40.51,-74.21,"22",0,0,0,0,0,0,0,0,0,0,1
"168",40.51,-74.2,"00",0,0,0,0,0,0,0,0,1,0,0
"169",40.51,-74.2,"03",1,0,0,0,0,0,0,0,1,0,0
"170",40.51,-74.2,"05",0,0,0,0,0,0,1,0,0,0,0
"171",40.51,-74.2,"08",0,0,0,0,0,0,2,0,1,0,0
"172",40.51,-74.2,"11",0,0,0,0,0,0,3,0,0,0,0
"173",40.51,-74.2,"12",0,0,0,0,0,0,0,0,1,0,0
"174",40.51,-74.2,"13",0,0,0,0,0,0,2,0,1,0,0
"175",40.51,-74.2,"15",0,0,0,0,0,0,1,0,0,0,0
"176",40.51,-74.2,"16",1,0,1,0,0,0,0,0,2,0,0
"177",40.51,-74.2,"17",1,0,0,0,0,0,3,0,0,0,0
"178",40.51,-74.2,"18",0,0,0,0,0,0,1,0,0,0,0
"179",40.51,-74.2,"19",1,0,0,0,0,0,3,0,0,0,0
"180",40.51,-74.2,"20",0,0,0,0,0,0,1,0,0,0,0
"181",40.51,-74.2,"21",0,0,0,0,0,0,4,0,0,0,0
"182",40.51,-74.2,"22",0,0,0,0,0,0,2,0,0,0,0
"183",40.51,-74.2,"23",0,1,0,0,0,0,1,0,0,0,0
"184",40.51,-74.19,"14",0,0,0,0,0,0,1,0,0,0,0
"185",40.51,-74.19,"16",1,0,0,0,0,0,0,0,0,0,0
"186",40.51,-74.19,"18",0,0,0,0,0,0,1,0,0,0,0
"187",40.51,-74.19,"19",0,0,0,0,0,0,1,0,0,0,0
"188",40.52,-74.25,"00",2,0,0,0,0,0,1,0,1,0,0
"189",40.52,-74.25,"01",1,0,0,0,0,0,1,0,0,0,1
"190",40.52,-74.25,"02",1,0,0,0,0,0,0,0,0,0,0
"191",40.52,-74.25,"03",1,0,0,0,0,0,0,0,1,0,0
"192",40.52,-74.25,"05",1,0,0,0,0,0,0,0,0,0,0
"193",40.52,-74.25,"06",0,0,0,0,0,0,1,0,0,0,0
"194",40.52,-74.25,"07",0,1,0,0,0,0,0,0,0,0,0
"195",40.52,-74.25,"10",0,0,0,0,0,0,0,0,2,0,0
"196",40.52,-74.25,"11",0,1,0,0,0,0,0,0,0,0,0
"197",40.52,-74.25,"12",0,0,0,0,0,0,2,0,1,0,0
"198",40.52,-74.25,"13",0,1,0,0,0,0,1,0,1,0,0
"199",40.52,-74.25,"14",0,0,0,0,0,0,4,0,0,0,0
"200",40.52,-74.25,"15",0,0,0,0,0,0,1,0,1,0,0
"201",40.52,-74.25,"16",1,0,0,0,0,0,2,0,0,0,0
"202",40.52,-74.25,"17",0,0,0,0,0,0,2,0,2,0,0
"203",40.52,-74.25,"18",1,0,0,0,0,0,3,0,0,0,1
"204",40.52,-74.25,"19",0,0,0,0,0,0,2,0,2,0,0
"205",40.52,-74.25,"20",0,0,0,0,0,0,5,0,0,0,0
"206",40.52,-74.25,"21",1,0,0,0,0,0,4,0,1,0,0
"207",40.52,-74.25,"22",0,0,1,0,0,0,3,0,0,0,0
"208",40.52,-74.25,"23",0,0,0,0,0,0,2,0,0,0,0
"209",40.52,-74.24,"00",1,1,5,0,0,0,5,0,2,0,0
"210",40.52,-74.24,"01",2,0,3,0,0,0,2,0,2,1,0
"211",40.52,-74.24,"02",1,0,4,0,0,0,1,0,0,0,1
"212",40.52,-74.24,"03",0,0,3,0,0,0,4,0,1,0,0
"213",40.52,-74.24,"04",0,0,0,0,0,0,1,0,1,0,0
"214",40.52,-74.24,"05",0,0,0,0,0,0,1,0,0,0,0
"215",40.52,-74.24,"06",0,0,0,0,0,0,1,0,0,0,0
"216",40.52,-74.24,"07",0,0,1,0,0,0,3,0,1,0,0
"217",40.52,-74.24,"08",0,0,1,1,0,0,1,0,2,0,0
"218",40.52,-74.24,"09",1,0,0,0,0,0,3,0,1,0,0
"219",40.52,-74.24,"10",2,0,0,0,0,0,6,0,2,0,0
"220",40.52,-74.24,"11",0,0,0,0,0,0,6,0,0,1,0
"221",40.52,-74.24,"12",1,0,0,2,0,0,7,0,2,0,0
"222",40.52,-74.24,"13",1,0,0,0,0,0,5,0,3,0,0
"223",40.52,-74.24,"14",1,0,1,0,0,0,8,0,4,0,0
"224",40.52,-74.24,"15",1,0,0,1,0,0,2,0,4,0,0
"225",40.52,-74.24,"16",1,0,0,0,0,0,8,0,1,0,0
"226",40.52,-74.24,"17",3,2,1,1,0,0,6,0,1,0,0
"227",40.52,-74.24,"18",3,0,2,0,0,0,12,0,5,1,0
"228",40.52,-74.24,"19",0,0,2,0,0,0,7,0,3,0,0
"229",40.52,-74.24,"20",2,0,2,0,0,0,9,0,1,0,0
"230",40.52,-74.24,"21",0,0,1,0,0,0,3,0,3,0,2
"231",40.52,-74.24,"22",0,1,3,0,0,0,3,0,4,0,1
"232",40.52,-74.24,"23",0,0,3,0,0,0,11,0,1,0,0
"233",40.52,-74.23,"00",0,0,1,1,0,0,4,0,1,0,1
"234",40.52,-74.23,"01",1,1,4,0,0,0,8,0,4,0,1
"235",40.52,-74.23,"02",6,0,5,0,0,0,6,0,6,0,0
"236",40.52,-74.23,"03",0,0,4,0,0,0,2,0,1,0,0
"237",40.52,-74.23,"04",2,0,2,0,0,0,2,0,3,0,0
"238",40.52,-74.23,"05",0,0,0,0,0,0,0,0,1,0,0
"239",40.52,-74.23,"06",0,0,0,0,0,0,1,0,4,0,0
"240",40.52,-74.23,"07",0,0,0,0,0,0,4,0,3,0,0
"241",40.52,-74.23,"08",1,0,0,2,0,0,4,0,1,0,0
"242",40.52,-74.23,"09",1,0,0,0,0,0,4,0,1,0,0
"243",40.52,-74.23,"10",0,0,0,0,0,0,4,0,3,0,0
"244",40.52,-74.23,"11",0,0,0,0,0,0,8,0,3,0,0
"245",40.52,-74.23,"12",1,0,0,1,0,0,13,0,9,0,0
"246",40.52,-74.23,"13",0,0,0,0,0,0,9,0,6,0,0
"247",40.52,-74.23,"14",0,0,0,1,0,0,11,0,8,0,0
"248",40.52,-74.23,"15",2,0,0,1,0,0,10,0,6,0,1
"249",40.52,-74.23,"16",1,0,0,1,0,0,6,0,4,0,0
"250",40.52,-74.23,"17",1,0,1,0,0,0,14,0,6,0,1
"251",40.52,-74.23,"18",1,0,0,0,0,0,3,0,6,0,1
"252",40.52,-74.23,"19",0,0,0,0,0,0,9,0,2,0,0
"253",40.52,-74.23,"20",1,0,0,0,0,0,6,0,4,1,0
"254",40.52,-74.23,"21",2,1,0,0,0,0,8,0,3,0,0
"255",40.52,-74.23,"22",4,0,2,0,0,0,3,0,3,0,0
"256",40.52,-74.23,"23",1,0,3,0,0,0,4,0,1,0,0
"257",40.52,-74.22,"00",1,0,1,0,0,0,6,0,6,0,0
"258",40.52,-74.22,"01",1,0,1,0,0,0,3,0,1,0,1
"259",40.52,-74.22,"02",4,0,0,0,0,0,4,0,3,0,0
"260",40.52,-74.22,"03",0,0,0,0,0,0,1,0,0,0,0
"261",40.52,-74.22,"04",1,0,0,0,0,0,0,0,0,0,0
"262",40.52,-74.22,"05",0,0,0,0,0,0,0,0,1,0,0
"263",40.52,-74.22,"06",0,0,0,0,0,0,2,0,0,0,0
"264",40.52,-74.22,"08",0,0,0,1,0,0,3,0,1,0,0
"265",40.52,-74.22,"09",2,1,0,0,0,0,3,0,1,0,0
"266",40.52,-74.22,"10",0,1,0,1,0,0,2,0,5,0,0
"267",40.52,-74.22,"11",0,0,0,0,0,0,2,0,1,0,0
"268",40.52,-74.22,"12",0,1,0,0,0,0,2,0,10,0,0
"269",40.52,-74.22,"14",1,0,0,0,0,0,5,0,4,0,0
"270",40.52,-74.22,"15",1,0,0,0,0,0,7,0,7,0,0
"271",40.52,-74.22,"16",1,1,0,0,0,0,1,0,2,0,1
"272",40.52,-74.22,"17",1,0,0,0,0,0,3,0,3,0,0
"273",40.52,-74.22,"18",0,1,0,0,0,0,7,0,4,0,0
"274",40.52,-74.22,"19",4,1,0,0,0,0,6,0,2,0,1
"275",40.52,-74.22,"20",1,0,0,0,0,0,9,0,7,0,2
"276",40.52,-74.22,"21",2,0,0,0,0,0,4,0,1,0,0
"277",40.52,-74.22,"22",2,0,0,0,0,0,2,0,8,0,0
"278",40.52,-74.22,"23",0,0,1,0,0,0,8,0,1,0,0
"279",40.52,-74.21,"00",0,0,0,1,0,0,4,0,6,0,0
"280",40.52,-74.21,"01",0,0,0,0,0,0,6,0,2,0,0
"281",40.52,-74.21,"02",0,0,0,0,0,0,4,0,4,0,0
"282",40.52,-74.21,"03",0,0,1,0,0,0,0,0,1,0,0
"283",40.52,-74.21,"04",0,0,1,0,0,0,1,0,0,0,0
"284",40.52,-74.21,"06",0,0,0,0,0,0,2,0,1,0,0
"285",40.52,-74.21,"07",1,0,0,0,0,0,3,0,1,0,0
"286",40.52,-74.21,"08",1,0,0,0,0,0,7,0,6,0,0
"287",40.52,-74.21,"09",0,0,0,0,0,0,3,0,8,0,0
"288",40.52,-74.21,"10",0,0,1,1,0,0,2,0,3,0,1
"289",40.52,-74.21,"11",0,0,0,0,0,0,5,0,1,0,0
"290",40.52,-74.21,"12",1,0,0,4,0,0,10,0,3,0,0
"291",40.52,-74.21,"13",0,0,0,0,0,0,6,0,0,0,0
"292",40.52,-74.21,"14",0,0,0,0,0,0,4,0,2,0,0
"293",40.52,-74.21,"15",0,0,0,1,0,0,8,0,5,0,0
"294",40.52,-74.21,"16",0,0,1,0,0,0,4,0,4,0,0
"295",40.52,-74.21,"17",1,0,0,0,0,0,6,0,2,0,0
"296",40.52,-74.21,"18",0,0,0,0,0,0,11,0,4,0,0
"297",40.52,-74.21,"19",2,0,0,0,0,0,7,0,4,0,0
"298",40.52,-74.21,"20",4,0,0,0,0,0,1,0,1,0,0
"299",40.52,-74.21,"21",0,0,0,0,0,0,4,0,0,0,0
"300",40.52,-74.21,"22",1,0,0,0,0,0,2,0,0,0,0
"301",40.52,-74.21,"23",1,2,0,0,0,0,3,0,4,0,0
"302",40.52,-74.2,"00",1,0,2,0,0,0,10,0,1,0,1
"303",40.52,-74.2,"01",1,0,0,0,0,0,2,0,2,0,0
"304",40.52,-74.2,"02",1,0,2,0,0,0,4,0,0,1,0
"305",40.52,-74.2,"03",0,0,1,0,0,0,1,0,1,0,0
"306",40.52,-74.2,"04",0,0,0,0,0,0,2,0,4,0,0
"307",40.52,-74.2,"05",0,0,1,0,0,0,2,0,2,0,0
"308",40.52,-74.2,"06",1,0,0,0,0,0,4,0,0,0,1
"309",40.52,-74.2,"07",3,0,0,0,0,0,12,0,1,0,0
"310",40.52,-74.2,"08",0,0,0,1,0,0,10,0,1,0,0
"311",40.52,-74.2,"09",2,0,0,1,0,0,9,0,5,0,0
"312",40.52,-74.2,"10",2,0,0,1,0,0,8,0,3,0,0
"313",40.52,-74.2,"11",1,0,0,0,0,0,14,0,2,0,0
"314",40.52,-74.2,"12",0,0,0,0,0,0,17,0,7,0,0
"315",40.52,-74.2,"13",4,1,0,1,0,0,14,0,4,0,4
"316",40.52,-74.2,"14",3,0,0,0,0,0,9,0,5,0,0
"317",40.52,-74.2,"15",3,0,0,1,0,0,21,0,2,0,2
"318",40.52,-74.2,"16",2,1,0,0,0,0,11,0,4,0,1
"319",40.52,-74.2,"17",3,0,0,0,0,0,8,0,3,0,0
"320",40.52,-74.2,"18",3,0,0,0,0,0,15,0,4,1,0
"321",40.52,-74.2,"19",2,0,1,0,0,0,11,0,1,1,1
"322",40.52,-74.2,"20",4,0,0,0,0,0,3,0,3,0,2
"323",40.52,-74.2,"21",0,0,0,0,0,0,12,0,5,0,1
"324",40.52,-74.2,"22",2,0,0,0,0,0,9,0,2,0,0
"325",40.52,-74.2,"23",1,0,0,0,0,0,12,0,1,0,1
"326",40.52,-74.19,"00",1,0,0,0,0,0,2,0,0,0,0
"327",40.52,-74.19,"02",0,0,1,0,0,0,0,0,1,0,0
"328",40.52,-74.19,"05",1,0,0,0,0,0,0,0,0,0,0
"329",40.52,-74.19,"06",0,0,0,0,0,0,0,0,0,0,1
"330",40.52,-74.19,"07",0,0,0,0,0,0,1,0,0,0,0
"331",40.52,-74.19,"08",1,0,0,0,0,0,1,0,0,0,0
"332",40.52,-74.19,"09",0,0,0,0,0,0,2,0,1,0,0
"333",40.52,-74.19,"10",0,0,0,0,0,0,2,0,3,0,0
"334",40.52,-74.19,"11",0,0,0,0,0,0,5,0,1,0,0
"335",40.52,-74.19,"12",1,0,0,0,0,0,5,0,1,0,0
"336",40.52,-74.19,"13",0,0,0,0,0,0,3,0,0,0,0
"337",40.52,-74.19,"14",0,0,0,0,0,0,9,0,0,0,0
"338",40.52,-74.19,"15",3,0,0,0,0,0,3,0,0,0,0
"339",40.52,-74.19,"16",0,1,0,0,0,0,2,0,0,0,1
"340",40.52,-74.19,"17",0,0,0,0,0,0,4,0,1,0,0
"341",40.52,-74.19,"18",0,1,0,0,0,0,1,0,0,0,0
"342",40.52,-74.19,"19",0,0,0,0,0,0,1,0,2,0,1
"343",40.52,-74.19,"20",1,0,1,0,0,0,3,0,1,0,0
"344",40.52,-74.19,"21",1,0,0,0,0,0,5,0,0,0,0
"345",40.52,-74.19,"22",0,0,0,0,0,0,1,0,0,0,1
"346",40.52,-74.19,"23",0,0,2,1,0,0,4,0,2,0,0
"347",40.52,-74.18,"01",0,0,1,0,0,0,0,0,1,0,0
"348",40.52,-74.18,"04",0,0,0,0,0,0,1,0,0,0,0
"349",40.52,-74.18,"07",0,0,0,0,0,0,1,0,0,0,0
"350",40.52,-74.18,"08",0,0,0,0,0,0,0,0,1,0,0
"351",40.52,-74.18,"09",0,0,0,0,0,0,1,0,1,0,0
"352",40.52,-74.18,"10",0,0,0,0,0,0,0,0,1,0,0
"353",40.52,-74.18,"11",0,0,0,0,0,0,1,0,1,0,0
"354",40.52,-74.18,"12",0,0,0,0,0,0,1,0,0,0,1
"355",40.52,-74.18,"14",0,0,0,0,0,0,2,0,0,0,0
"356",40.52,-74.18,"16",0,0,0,0,0,0,0,0,1,0,0
"357",40.52,-74.18,"17",0,1,0,0,0,0,0,0,0,0,0
"358",40.52,-74.18,"18",1,0,0,0,0,0,3,0,0,0,0
"359",40.52,-74.18,"19",0,0,0,0,0,0,1,0,2,1,0
"360",40.52,-74.18,"22",0,0,0,0,0,0,2,0,1,0,0
"361",40.52,-74.18,"23",0,0,0,0,0,0,1,0,1,0,0
"362",40.52,-74.17,"09",0,0,0,0,0,0,0,0,1,0,0
"363",40.52,-74.17,"10",0,0,0,0,0,0,1,0,0,0,0
"364",40.52,-74.17,"12",0,0,0,0,0,0,1,0,2,0,0
"365",40.52,-74.17,"13",0,0,0,0,0,0,1,0,1,0,0
"366",40.52,-74.17,"15",0,0,0,0,0,0,1,0,0,0,0
"367",40.52,-74.17,"16",0,0,0,0,0,0,0,0,1,0,0
"368",40.52,-74.17,"17",0,0,0,0,0,0,1,0,0,0,0
"369",40.52,-74.17,"18",0,0,0,0,0,0,1,0,0,0,0
"370",40.52,-74.17,"19",0,0,0,0,0,0,2,0,0,0,0
"371",40.52,-74.17,"21",1,0,0,0,0,0,1,0,0,0,0
"372",40.52,-74.17,"22",1,0,0,0,0,0,1,0,0,0,0
"373",40.53,-74.24,"00",2,0,0,0,0,0,1,0,2,0,0
"374",40.53,-74.24,"01",1,0,1,0,0,0,1,0,1,0,0
"375",40.53,-74.24,"02",2,0,0,0,0,0,1,0,2,0,0
"376",40.53,-74.24,"03",0,0,1,0,0,0,0,0,1,0,0
